@relation 'mutationvariants-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute KOSJ950102 numeric
@attribute KOSJ950107 numeric
@attribute KOSJ950112 numeric
@attribute GENE_FAMILY numeric
@attribute class {pathogenic,benign,conflicting,risk,unknown}

@data
0.1,0.3,0.1,10597,pathogenic
0.1,0.3,0.8,10597,pathogenic
0.9,1.4,0.5,10597,pathogenic
0.1,0.3,1,4056,pathogenic
0.1,0.1,0.1,4056,pathogenic
0,0,0,4056,pathogenic
0,0,0,4056,pathogenic
0.1,0.1,0.5,4061,pathogenic
0.1,0.1,0.4,4061,pathogenic
0.5,0.8,0.1,12403,pathogenic
0.1,0.1,0.5,3755,pathogenic
0.7,0.1,0.2,3755,pathogenic
0.1,0.1,0.1,3755,pathogenic
0.1,0.1,0,3755,pathogenic
0.1,0.1,1.7,3755,pathogenic
0.5,0.1,0.1,3755,pathogenic
0.1,0.1,0.1,3755,pathogenic
49.8,67.3,57.1,3755,pathogenic
0.1,1.8,0.7,3755,pathogenic
0.5,0.9,0.5,3755,pathogenic
0.5,0.9,0.5,3755,pathogenic
0.1,0.1,0.3,3755,pathogenic
0.1,0.1,0.5,3755,pathogenic
0.1,0.1,0.8,3755,pathogenic
0.3,1.7,2,3755,pathogenic
0.5,0.9,0.5,3755,pathogenic
82.8,91.5,77.9,3755,pathogenic
0.7,0.1,0.2,3755,pathogenic
0.5,0.9,0.5,6415,benign
0.1,0.3,1,3755,pathogenic
0.1,0.1,0.7,3755,pathogenic
0.5,0.1,0.5,3755,pathogenic
0.1,0.3,1,3755,pathogenic
0,0,0,3755,pathogenic
0,0,0,3755,pathogenic
0,0,0,3755,pathogenic
0,0,0,3755,pathogenic
0.5,0.9,0.5,8142,pathogenic
66.4,71.2,60.6,8142,pathogenic
5.7,0.1,1.9,8140,pathogenic
0.5,0.8,0.1,25640,pathogenic
1.4,0.1,0.9,801,pathogenic
0.3,1.7,2,801,pathogenic
0.1,0.3,0.2,801,pathogenic
0.7,0.8,0.4,801,pathogenic
0.1,0.3,0.1,801,pathogenic
0.1,0.4,0.1,801,pathogenic
0.5,0.8,0.1,1160,pathogenic
1.5,0.1,0.7,1160,pathogenic
0.3,1.7,2,1160,pathogenic
1.4,0.1,0.9,1160,pathogenic
2.3,8.3,9.4,12469,pathogenic
0.5,0.9,0.5,12469,pathogenic
0.1,0.1,1.7,7569,pathogenic
0.1,0.3,0.1,18672,pathogenic
1.5,0.1,0.7,14202,benign
0,0,0,11817,pathogenic
0.1,0.1,0,11817,pathogenic
0,0,0,17296,pathogenic
0.4,1.1,2.7,17095,benign
0.1,0.1,0.2,8515,benign
0.1,0.1,0.5,8515,benign
0.1,0.1,0.5,8515,pathogenic
0.1,0.3,0.2,17296,pathogenic
0.1,0.3,0.8,8515,benign
0.1,0.1,0.4,8515,pathogenic
0.1,0.1,1.7,12310,pathogenic
0.8,1.7,1,8515,benign
0.1,0.1,1.7,25994,benign
0.1,0.1,0.3,8515,benign
0.1,0.1,1.7,8515,pathogenic
1.4,0.1,0.9,8515,pathogenic
0,0,0,8515,pathogenic
0.1,0.3,1,25443,pathogenic
5.7,0.1,1.9,8515,pathogenic
0,0,0,8515,pathogenic
0,0,0,8515,pathogenic
0.5,0.1,0.5,8515,pathogenic
0.1,0.1,0.4,11244,pathogenic
0,0,0,8515,pathogenic
0,0,0,8515,pathogenic
0.1,0.1,1.7,8515,pathogenic
3,0.3,0.1,11244,pathogenic
0.1,0.1,1.7,8515,pathogenic
0.6,0.9,0.5,8515,pathogenic
0.5,0.1,0.5,2852,benign
0.5,0.1,0.5,3180,benign
0.1,0.1,1.7,7577,pathogenic
0.1,0.1,0.2,6257,pathogenic
0.6,0.9,0.5,6257,pathogenic
0.5,0.9,0.5,6257,pathogenic
0.1,0.1,0.3,6257,pathogenic
0.8,1.7,1,6257,pathogenic
0.1,0.1,0.1,6257,pathogenic
0.1,0.1,0.5,6257,pathogenic
60.3,75.9,68.2,6257,pathogenic
2.1,5.9,1.7,6257,pathogenic
0.4,1.1,2.7,6257,pathogenic
0.1,0.3,1,7150,benign
5.7,0.1,1.9,6257,pathogenic
0.1,0.1,0.2,6257,pathogenic
1.4,0.1,0.9,3381,pathogenic
0.1,0.3,0.8,39433,pathogenic
0.8,1.7,1,18828,pathogenic
66.4,71.2,60.6,16361,benign
0.1,0.1,0.2,3381,pathogenic
0.1,4.3,3.2,59,pathogenic
0.1,0.3,0.1,59,pathogenic
0.1,0.1,0.4,6547,pathogenic
0.1,0.1,0.4,59,pathogenic
0.7,0.1,0.2,59,pathogenic
0.1,0.1,0,18127,benign
0.3,1.7,2,7577,pathogenic
0,0,0,3603,pathogenic
0,0,0,9585,pathogenic
0.5,0.1,0.1,26901,benign
0.3,1.7,2,59,pathogenic
4.6,6.2,3.9,59,pathogenic
46.5,78.9,56.8,4195,pathogenic
0.1,0.3,0.2,4195,pathogenic
0.1,0.3,1,3603,pathogenic
7.8,0.8,0.1,6407,pathogenic
0.1,0.1,0.4,6107,pathogenic
0.3,1.7,2,6107,pathogenic
0.1,0.4,0.5,6081,pathogenic
0.1,0.1,0.4,6081,pathogenic
0.1,0.1,0.1,6081,pathogenic
2.8,0.1,3.6,6081,pathogenic
0.1,0.1,0.2,6081,pathogenic
0.1,0.1,0.4,6081,pathogenic
0.5,0.8,0.1,6081,pathogenic
0.5,0.8,0.1,6081,pathogenic
0,0,0,8031,pathogenic
1.5,0.1,0.7,4421,pathogenic
0,0,0,18672,pathogenic
0.1,0.4,0.1,8031,pathogenic
0,0,0,2201,pathogenic
0,0,0,6483,pathogenic
0,0,0,6490,pathogenic
0,0,0,6490,pathogenic
0,0,0,6490,pathogenic
0,0,0,6493,pathogenic
0.1,1.5,0.9,2019,pathogenic
0.1,0.1,0.8,2019,pathogenic
0.3,1.7,2,2019,pathogenic
0.1,0.3,0.2,2019,pathogenic
0.1,0.3,0.1,2019,pathogenic
0.5,0.1,0.1,2019,pathogenic
2.3,8.3,9.4,2019,pathogenic
0.1,0.3,0.2,2019,pathogenic
1.5,0.1,0.7,2019,pathogenic
2.8,0.1,3.6,2019,pathogenic
0.5,0.1,0.5,2019,pathogenic
8.4,11.7,7.5,2019,pathogenic
0.1,0.1,1.7,2019,pathogenic
0.1,0.1,0.1,2019,pathogenic
0.8,1.7,1,2019,pathogenic
82.8,91.5,77.9,2019,pathogenic
2.8,0.1,3.6,2019,pathogenic
0.1,0.1,1.7,2019,pathogenic
0.1,0.1,1.7,2019,pathogenic
0.5,0.1,0.1,2019,pathogenic
0.1,0.1,0.3,3688,pathogenic
0.5,0.1,0.5,2019,pathogenic
0,0,0,9449,pathogenic
0,0,0,9449,pathogenic
0.1,0.1,0.8,48,pathogenic
0.3,1.7,2,48,pathogenic
0.1,0.1,0.3,11571,pathogenic
0.5,0.9,0.5,11571,pathogenic
0.1,0.1,0.3,428,benign
0.1,0.3,0.2,11571,pathogenic
0.5,0.9,0.5,11571,pathogenic
1.5,0.1,0.7,11571,pathogenic
2.4,0.1,3.9,11571,pathogenic
46.5,78.9,56.8,19331,benign
0.8,1.7,1,11571,pathogenic
0.1,0.1,1.7,11571,pathogenic
0.1,0.1,0.4,11571,pathogenic
8.4,11.7,7.5,3386,benign
0.4,1.1,2.7,14270,pathogenic
5.7,0.1,1.9,11998,pathogenic
2.3,8.3,9.4,10989,benign
0.5,0.1,0.1,2213,benign
0.1,4.3,3.2,7576,pathogenic
3,0.3,0.1,8905,benign
59,72.3,58.8,29160,benign
4.6,6.2,3.9,932,pathogenic
59,72.3,58.8,7711,benign
0,0,0,18481,pathogenic
46.5,78.9,56.8,7577,pathogenic
0,0,0,18481,pathogenic
0,0,0,18481,pathogenic
4.2,1.2,0.5,7881,pathogenic
0.7,0.1,0.2,4177,pathogenic
1.9,2.7,3.6,11604,pathogenic
0.1,0.3,0.2,17416,pathogenic
5.7,0.1,1.9,2946,benign
0.1,0.1,0.8,4177,pathogenic
0.1,0.1,0.2,4177,pathogenic
5.7,0.1,1.9,4177,pathogenic
0,0,0,2328,pathogenic
0.1,0.1,0.2,2328,pathogenic
1.4,0.1,0.9,2328,pathogenic
0.1,0.1,0.5,2328,pathogenic
0.1,0.1,0.3,2328,pathogenic
0.5,0.1,0.5,2328,pathogenic
82.8,91.5,77.9,2328,pathogenic
0,0,0,2328,pathogenic
0.9,1.4,0.5,2328,pathogenic
0.1,0.1,0.1,2328,pathogenic
0,0,0,2328,pathogenic
0,0,0,2328,pathogenic
82.8,91.5,77.9,2328,pathogenic
0.1,0.1,0,2328,pathogenic
0.5,0.1,0.1,2328,pathogenic
0.5,0.8,0.1,2328,pathogenic
1.5,0.1,0.7,3544,pathogenic
0.5,0.1,0.5,2328,pathogenic
0,0,0,2328,pathogenic
0,0,0,2328,pathogenic
0.1,0.3,1,2328,pathogenic
0,0,0,2328,pathogenic
1.4,0.1,0.9,7577,pathogenic
0.5,0.1,0.5,6823,benign
0.1,0.1,1.7,24565,benign
0.1,0.3,0.2,21575,benign
0.8,1.7,1,7577,pathogenic
0.1,0.1,1.7,11098,benign
0.1,0.1,0.2,18423,benign
0.5,0.1,0.1,216,benign
0.1,0.1,0.7,12403,benign
5.7,0.1,1.9,12762,pathogenic
0.7,0.1,0.2,4296,pathogenic
5.7,0.1,1.9,321,benign
0,0,0,1100,pathogenic
1.5,0.1,0.7,4189,pathogenic
0.3,1.7,2,493,pathogenic
0.6,0.9,0.5,12363,pathogenic
0.4,1.1,2.7,1100,pathogenic
49.8,67.3,57.1,1100,benign
1.4,0.1,0.9,1100,pathogenic
0.1,0.3,0.2,1100,benign
1.7,1.7,3.4,12774,benign
0.1,0.3,0.2,1100,pathogenic
0.1,0.1,0.5,13556,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.4,0.1,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,0.1,1100,benign
0,0,0,1100,pathogenic
0.1,0.1,0.4,1100,pathogenic
66.4,71.2,60.6,12403,pathogenic
0,0,0,1100,pathogenic
0.1,1.5,0.8,1100,pathogenic
0,0,0,1100,pathogenic
1.7,1.7,3.4,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,1.7,12601,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
1.5,0.1,0.7,1100,pathogenic
0,0,0,1100,pathogenic
3,0.3,0.1,1100,benign
0,0,0,1100,pathogenic
0.1,0.3,0.2,1100,pathogenic
0,0,0,1100,pathogenic
2.8,0.1,3.6,7583,pathogenic
0,0,0,1100,pathogenic
49.8,67.3,57.1,3219,benign
49.8,67.3,57.1,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
49.8,67.3,57.1,1100,pathogenic
0.5,0.1,0.5,1100,pathogenic
0.1,0.1,0.8,15819,benign
2.1,5.9,1.7,1100,pathogenic
0.6,0.9,0.5,6139,pathogenic
0,0,0,1100,pathogenic
0.1,4.3,3.2,1100,pathogenic
0.1,0.1,0.7,1100,benign
0.1,0.1,0.8,2953,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.3,1.7,2,1100,benign
0,0,0,1100,pathogenic
0.1,0.3,0.2,1100,pathogenic
0,0,0,4887,pathogenic
0.5,0.1,0.1,7166,benign
0,0,0,1100,pathogenic
0.1,0.3,1,7150,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.3,1,1100,pathogenic
0.1,0.3,0.8,17009,benign
0,0,0,1100,pathogenic
0.3,1.7,2,1100,pathogenic
0,0,0,1100,pathogenic
49.8,67.3,57.1,1100,pathogenic
0,0,0,1100,pathogenic
4.6,6.2,3.9,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
1.5,0.1,0.7,18865,benign
58.5,78.1,66.7,10918,benign
2.8,0.1,3.6,7329,pathogenic
0.3,1.7,2,1100,benign
0.1,0.1,0.5,1100,pathogenic
1.5,0.1,0.7,6990,benign
0,0,0,1100,pathogenic
2.3,8.3,9.4,1100,pathogenic
0.1,0.1,0.5,1100,pathogenic
0.1,0.3,0.2,1100,benign
0,0,0,1100,pathogenic
0.1,0.1,0.2,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,1.7,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.3,0.2,20125,benign
0.1,0.6,0.2,19698,benign
0,0,0,1100,pathogenic
49.8,67.3,57.1,11773,pathogenic
0,0,0,1100,pathogenic
5.7,0.1,1.9,1100,pathogenic
2,2.6,2.7,1100,pathogenic
1.4,0.1,0.9,8747,benign
0.3,1.7,2,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,445,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,0.2,1100,pathogenic
0.1,0.1,0.2,1100,pathogenic
0.1,0.1,0.4,1912,benign
0,0,0,1100,pathogenic
1.5,0.1,0.7,1912,benign
0,0,0,1100,pathogenic
2.3,8.3,9.4,1100,pathogenic
0.1,0.1,0.2,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,0.1,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
3,0.3,0.1,1100,pathogenic
49.8,67.3,57.1,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,445,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,2.3,1100,benign
0.1,0.1,0.4,1100,pathogenic
1.5,0.1,0.7,18183,benign
0.3,1.7,2,1514,benign
0.1,0.1,0.9,25507,pathogenic
60.3,75.9,68.2,1100,pathogenic
0,0,0,4136,pathogenic
0.1,1.5,0.8,1100,pathogenic
0,0,0,1100,pathogenic
1.5,0.1,0.7,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,0.3,1100,pathogenic
1.4,0.1,0.9,1100,pathogenic
0,0,0,3700,pathogenic
0,0,0,7652,pathogenic
0,0,0,1100,pathogenic
5.7,0.1,1.9,1100,pathogenic
0.5,0.1,0.5,1100,benign
0.1,0.1,0.2,1100,pathogenic
0.1,0.3,0.2,11654,benign
2.8,0.1,3.6,1100,pathogenic
0.5,0.9,0.5,9386,pathogenic
0.1,4.3,3.2,23161,benign
0,0,0,1100,pathogenic
0.1,4.3,3.2,1100,benign
0,0,0,1100,pathogenic
0,0,0,19963,pathogenic
0.1,0.6,0.2,1100,pathogenic
1.4,0.1,0.9,11824,benign
0,0,0,1100,pathogenic
0.1,0.1,0.4,1100,pathogenic
0.1,1.5,0.9,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,0.1,1100,pathogenic
0.1,1.8,0.7,1100,pathogenic
0,0,0,1100,pathogenic
1.5,0.1,0.7,2077,benign
4.6,6.2,3.9,15819,pathogenic
0.5,0.1,0.1,29682,benign
0.1,0.1,0.4,1100,pathogenic
0.7,0.1,0.2,445,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.3,0.1,1100,pathogenic
0,0,0,1100,pathogenic
0.1,1.8,0.7,1100,pathogenic
0.1,1.8,0.7,1100,pathogenic
0,0,0,1100,pathogenic
4.6,6.2,3.9,1100,benign
0.5,0.8,0.1,1100,pathogenic
1.7,1.7,3.4,1100,pathogenic
4.6,6.2,3.9,1100,pathogenic
1.4,0.1,0.9,15888,benign
0.1,0.4,0.1,1100,benign
2.3,8.3,9.4,1100,benign
2.8,0.1,3.6,1100,pathogenic
0,0,0,1100,pathogenic
1.1,0.1,0.3,1100,pathogenic
5.7,0.1,1.9,1100,pathogenic
0.1,0.3,0.1,445,pathogenic
0.1,0.3,0.2,1100,pathogenic
58.5,78.1,66.7,1100,pathogenic
0.1,4.3,3.2,1100,pathogenic
0,0,0,1100,pathogenic
0.1,1.8,0.7,12580,benign
0,0,0,1100,pathogenic
0.1,0.1,1.7,14674,benign
0.3,1.7,2,6458,pathogenic
1.5,0.1,0.7,1100,pathogenic
0,0,0,1100,pathogenic
3,0.3,0.1,6547,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.5,0.1,0.1,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
5.7,0.1,1.9,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,445,pathogenic
0.1,0.1,0.7,1100,pathogenic
0.1,1.1,0.4,1100,pathogenic
1.5,0.1,0.7,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.5,0.8,0.1,1100,pathogenic
0,0,0,1100,pathogenic
5.7,0.1,1.9,7551,pathogenic
58.5,78.1,66.7,26594,benign
1.4,0.1,0.9,1100,pathogenic
59,72.3,58.8,1100,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
4.6,6.2,3.9,1100,pathogenic
0.1,0.1,0.2,1100,pathogenic
0,0,0,1100,pathogenic
60.3,75.9,68.2,493,pathogenic
0.8,1.7,1,1100,pathogenic
0,0,0,1100,pathogenic
0.1,4.3,3.2,1100,pathogenic
0.5,0.1,0.1,9944,pathogenic
0.1,0.1,0.8,2976,benign
58.5,78.1,66.7,1100,pathogenic
0,0,0,1100,pathogenic
2.3,8.3,9.4,2976,benign
66.4,71.2,60.6,1100,benign
0.1,1.1,0.4,1100,pathogenic
0.6,0.1,1,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.3,0.2,1100,pathogenic
4.6,6.2,3.9,1100,benign
7.8,0.8,0.1,1100,pathogenic
0.1,0.1,0.5,6547,pathogenic
0.1,0.3,0.2,1100,benign
0.5,0.1,0.5,1100,benign
0,0,0,1100,pathogenic
2.8,0.1,3.6,9967,pathogenic
0,0,0,1100,pathogenic
46.5,78.9,56.8,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,0.3,27337,pathogenic
0,0,0,1100,pathogenic
1.5,0.1,0.7,1100,pathogenic
0,0,0,1100,pathogenic
1.1,0.1,0.3,1100,pathogenic
7.8,0.8,0.1,1100,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
1.7,1.7,3.4,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,0.3,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,12712,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,0.4,12403,pathogenic
1.5,0.1,0.7,1917,benign
0,0,0,1100,pathogenic
0.1,0.3,0.8,1100,pathogenic
0.8,1.7,1,1100,pathogenic
0.1,0.1,0.5,15946,pathogenic
0.1,0.1,0.8,4883,benign
0,0,0,1100,pathogenic
0.1,0.3,0.1,1100,benign
0,0,0,1100,pathogenic
1.5,0.1,0.7,1100,pathogenic
0.3,1.7,2,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1497,pathogenic
0.1,1.5,0.8,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,1.7,1100,pathogenic
0,0,0,1101,pathogenic
0,0,0,1100,pathogenic
0.8,1.7,1,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,0.3,1100,pathogenic
4.6,6.2,3.9,1100,benign
49.8,67.3,57.1,1100,pathogenic
4.6,6.2,3.9,1100,pathogenic
49.8,67.3,57.1,1100,pathogenic
0,0,0,3800,pathogenic
5.7,0.1,1.9,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
4.6,6.2,3.9,1100,pathogenic
0.5,0.1,0.5,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,4.3,3.2,1100,pathogenic
0.8,1.7,1,1100,pathogenic
5.7,0.1,1.9,10801,benign
0.1,0.3,0.1,10592,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.5,0.8,0.1,6547,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.3,0.2,1100,pathogenic
0,0,0,1100,pathogenic
1.7,1.7,3.4,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.5,0.1,0.5,2211,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
4.6,6.2,3.9,1100,pathogenic
0.5,0.1,0.5,1100,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.6,0.9,0.5,1100,benign
0,0,0,10671,pathogenic
59,72.3,58.8,1100,pathogenic
0.1,1.5,0.9,1100,pathogenic
0.1,0.4,0.1,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,1.7,16051,pathogenic
0.1,4.3,3.2,15454,benign
0,0,0,1100,pathogenic
0.1,0.1,1.7,1100,pathogenic
0,0,0,1100,pathogenic
5.7,0.1,1.9,1100,pathogenic
0,0,0,1100,pathogenic
0.7,0.1,0.6,1100,benign
0.1,0.3,0.2,1100,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
4.6,6.2,3.9,1100,pathogenic
0.1,4.3,3.2,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
5.7,0.1,1.9,1100,pathogenic
4.6,6.2,3.9,1100,pathogenic
3,0.3,0.1,1100,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.9,1.7,1.2,2209,pathogenic
0,0,0,1100,pathogenic
0.1,1.5,0.9,1100,pathogenic
0,0,0,1100,pathogenic
4.6,6.2,3.9,6547,benign
0.1,0.3,0.2,1100,pathogenic
0.5,0.1,0.5,6826,benign
0,0,0,1100,pathogenic
0,0,0,10301,pathogenic
0,0,0,1100,pathogenic
0.1,0.3,1,1100,pathogenic
0.1,0.1,1.7,57,pathogenic
0,0,0,1100,pathogenic
8.4,11.7,7.5,18248,pathogenic
2.3,8.3,9.4,1100,pathogenic
2.1,5.9,1.7,1100,pathogenic
2.8,0.1,3.6,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,0.5,4284,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
4.6,6.2,3.9,1100,pathogenic
0.3,1.7,2,1100,pathogenic
49.8,67.3,57.1,26594,benign
0.1,0.1,0.2,1100,pathogenic
0.4,1.1,2.7,1100,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.1,4.3,3.2,1101,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,9217,pathogenic
0.1,4.3,3.2,2974,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
2,2.6,2.7,1100,pathogenic
0,0,0,1100,pathogenic
0.9,1.7,1.2,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,1.7,1100,benign
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
2.1,5.9,1.7,1917,benign
0.5,0.8,0.1,1100,pathogenic
4.6,6.2,3.9,1100,benign
0,0,0,1100,pathogenic
82.8,91.5,77.9,1100,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
1.7,1.7,3.4,1100,benign
0,0,0,1100,pathogenic
5.7,0.1,1.9,1100,benign
0,0,0,1100,pathogenic
0.6,0.9,0.5,1100,pathogenic
0.7,0.8,0.4,1100,pathogenic
0.1,0.1,1.7,1100,pathogenic
0.8,1.7,1,1100,pathogenic
0.5,0.1,0.1,1100,benign
0,0,0,1100,pathogenic
0.3,1.7,2,10483,pathogenic
59,72.3,58.8,12338,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.5,0.1,0.5,1100,pathogenic
2.3,8.3,9.4,1100,pathogenic
0.1,4.3,3.2,7569,pathogenic
0.1,0.1,0.3,1100,pathogenic
2.3,8.3,9.4,11777,pathogenic
0.1,0.1,0.1,6547,pathogenic
0,0,0,1100,pathogenic
0.7,0.1,0.6,1100,benign
0,0,0,1100,pathogenic
0.5,0.9,0.5,1100,pathogenic
0.1,0.4,0.1,1100,pathogenic
0,0,0,1100,pathogenic
0.1,0.1,0.2,6547,pathogenic
0,0,0,25583,pathogenic
0,0,0,1100,pathogenic
0,0,0,1100,pathogenic
0.5,0.8,0.1,1100,pathogenic
0.6,0.9,0.5,1100,pathogenic
0.1,0.3,1,1100,pathogenic
0.1,0.1,0.3,6547,pathogenic
0.1,0.1,0.1,6547,pathogenic
3,0.3,0.1,7473,pathogenic
1.4,0.1,0.9,8512,pathogenic
0.1,0.1,0.2,8582,pathogenic
0.7,0.1,0.6,15946,benign
0.1,0.1,0.2,12338,pathogenic
5.7,0.1,1.9,7527,pathogenic
0.8,1.7,1,2263,benign
0.1,0.1,0.5,23657,pathogenic
0.1,0.1,0.5,28741,benign
0.5,0.9,0.5,8516,benign
0,0,0,4195,pathogenic
0.1,0.3,0.8,9585,benign
0.1,0.3,0.2,5273,pathogenic
58.5,78.1,66.7,2195,benign
0.1,0.1,0.4,2195,benign
0.5,0.1,0.1,23212,pathogenic
0,0,0,12403,pathogenic
0.1,0.1,0.2,6547,pathogenic
0.3,1.7,2,12338,pathogenic
0.1,0.3,1,19412,benign
2.3,8.3,9.4,3823,benign
0.4,1.1,2.7,3052,pathogenic
0,0,0,952,pathogenic
1.4,0.1,0.9,428,benign
0.3,1.7,2,17582,benign
5.7,0.1,1.9,24565,benign
0.1,0.3,1,11976,benign
0.1,0.1,0.7,2210,benign
0.5,0.8,0.1,4135,pathogenic
0.1,0.1,0.1,6547,pathogenic
4.6,6.2,3.9,12363,benign
0,0,0,7606,pathogenic
0.1,0.1,1.7,10982,pathogenic
5.7,0.1,1.9,7606,pathogenic
0.1,0.3,0.1,9179,benign
0.1,0.1,1.7,12403,pathogenic
58.5,78.1,66.7,6547,pathogenic
2.8,0.1,3.6,29594,pathogenic
0.1,0.1,0.4,6547,pathogenic
2.6,0.4,0.8,10799,benign
0.1,0.3,0.2,23399,pathogenic
0.3,1.7,2,6547,pathogenic
0.1,0.1,1.7,9586,pathogenic
4.6,6.2,3.9,57,pathogenic
0.1,0.1,0.2,2073,pathogenic
0.1,0.1,0.2,25801,pathogenic
1.5,0.1,0.7,2942,benign
0,0,0,6547,pathogenic
2.8,0.1,3.6,16266,benign
0,0,0,6547,pathogenic
2.1,5.9,1.7,3700,pathogenic
0.6,0.9,0.5,8918,pathogenic
0.1,0.1,0.1,11117,pathogenic
0.1,0.1,0.7,20249,pathogenic
4.6,6.2,3.9,29,benign
0,0,0,2928,pathogenic
3,0.3,0.1,11595,pathogenic
58.5,78.1,66.7,28396,benign
0.1,0.3,0.2,5383,benign
0.1,0.1,0.1,7613,benign
2,2.6,2.7,25557,pathogenic
0.3,1.7,2,11947,pathogenic
0.7,0.1,0.2,11277,benign
0.1,0.3,1,13829,pathogenic
0.1,4.3,3.2,6547,benign
0.5,0.9,0.5,7720,pathogenic
4.6,6.2,3.9,21708,benign
0.3,1.7,2,16627,pathogenic
1.9,2.7,3.6,6547,pathogenic
0.1,0.3,1,16068,pathogenic
0.1,0.6,0.3,17416,benign
